statement,verdict,sentiment
Says challenge called Momo appearing online apps children’s program threatens kid attempt force performing harmful act,pants-fire,-0.3182
A schedule prof Donald Trump recently participating presidential activity,false,0.0
USA 1 gun violence,half-true,-0.7579
Says Internet meme show people rejoicing Paris agreement,false,0.7906
Says Obama called Sarah Palin pig,pants-fire,0.0
Under administration Gov Scott Walker northern Wisconsin’s mining economy moving forward people getting good highpaying job,mostly-false,0.4404
Did know ObamaCare cost nearly twice much initially expected  18 TRILLION,false,0.0
One half federal spending go Social Security Medicare Medicaid half go program funded money borrowed foreign land,half-true,0.34
Says James Clapper virtually everyone else said collusion Russia investigation finding,mostly-false,0.0
VIDEO Kevin Bacon Saying ‘We Are Blessed To Have Donald Trump As Our President’,pants-fire,0.5994
Says Tim Pawlenty said 2006 The era small government government proactive aggressive,mostly-true,0.296
The annual gross domestic product metro Atlanta bigger 28 state union,true,-0.4767
Biden teacher ‘Theyre somebody el child Theyre youre classroom’,false,0.0
Says Hillary Clinton Tim Kaine want expand Obamacare singlepayer program,mostly-false,0.3818
Today every day estimated 14000 Americans lose health insurance coverage,false,-0.4019
The Rhode Island Parole Board never received objection attorney general parole  convicted murder Alfred Brissette,true,-0.6908
The Texas power grid part US power grid wanted avoid federal regulation,true,-0.296
Claims Ohio Gov John Kasich say climate change problem,true,-0.4019
In 2016 Dallas Texas fewer police officerrelated shooting large city America,half-true,0.0
Only State New York spends money Medicaid State New Jersey,false,0.0
Says Gov Jeb Bush vetoed Quiñones Plan taxation without representation large scale,half-true,0.0
In Iowa since put number voting law place last several year — voter ID one — weve actually seen voter participation increase even offelection year,true,0.3818
Says video Joe Biden Beto O’Rourke Texas Whataburger show Biden looking directly camera promising take away Americans’ gun elected,pants-fire,0.0772
Republicans way communicate tech company cut Parler,false,-0.2732
Thanks one week largest GOP Facebook page Governors race,true,0.4404
The House never failed pas budget modern era,true,0.4023
Illegal refugee get 3874mo Under Federal Assistance Program Our SS check approximately 1200mo,mostly-false,-0.5574
Biden slipped came saying he’s going tax 401k Are EVEN paying attention,false,0.0
Says registered nurse,false,0.0
In altered photo say Barack Obama want Texans’ private data via health care,mostly-true,0.5423
The majority people coming Arizona trespassing becoming drug mule,false,0.0
We dealing administration quite frankly shown reluctance enforce immigration law,half-true,-0.3947
Says Tennessee providing million dollar virtual school company result bottom bottom,true,0.0
The nonprofit group Feeding America lying claims that one five kid fighting starvation daily United States,pants-fire,-0.4767
The government monitoring SMS text dangerous misinformation COVID vaccine,mostly-false,-0.6597
Nick Freitas support plan letting insurance company deny coverage preexisting condition like asthma diabetes,true,0.4215
Microsoft Bill Gates created 1999 video game called Omikron,false,0.25
At time President Trump talk supporting veteran deporting service member volunteered serve country,mostly-true,0.4404
State agency identified one single instance groundwater damaged due hydraulic fracking,mostly-true,-0.4404
Says Donald Trump belief state actually right lower minimum wage 725,mostly-true,-0.296
Says five Democratic state senator bicycle tailgating bill,true,0.0
A doctor Mayo Clinic misdiagnosing pregnancy Trump supporter abortion,pants-fire,0.2732
House Republicans required use Styrofoam cup House cafeteria part Koch Industries,pants-fire,0.0
Says leadership Wisconsin median household income 27 13 nationally President Obama,mostly-false,0.0
The coronavirus isn’t nearly deadly thought,mostly-false,0.0
Says Rick Santorum funded Planned Parenthood,half-true,0.0
Says North Carolinas average teacher salary national average back I public school,false,0.0
Florida one state actually narrowing achievement gap based income based race ethnicity,mostly-true,0.0
It’s 4 half year since United States Senate passed budget,false,0.4215
A long list show new CDC guideline reopening school,mostly-true,0.0
In last 10 year le half adult US received flu shot,true,-0.3818
The Centers Disease Control Prevention amassed largest collection human data history COVID19 PCR test,false,0.0
According recent study University California Riverside sanctuary city policy violent crime average don’t,mostly-false,-0.8126
Among Hispanics support immigration reform close universal,mostly-true,0.4019
In last six year Cianci’s administration violent crime United States It region It Rhode Island But Providence,mostly-true,-0.4215
The World Health Organization admits asymptomatic transmission COVID19 rare,half-true,0.296
Republicans Joint Finance Committee removed 8 billion spending increase Gov Evers budget proposal,mostly-true,0.3182
I consistently voted Hyde Amendment,half-true,0.0
The Republicans alternative health care plan still let insurer raise premium four time faster wage,false,0.4939
Things went wrong Medicare prescription D plan George Bush rolled,true,-0.4767
A telephone company longer provide landline service customer alternative provider including wireless,true,0.0
When asked courtpacking Bidens staff immediately escort camera,false,0.0
Says proDemocratic ad false saying allowed two disgraced staffer 2012 resign,mostly-false,-0.6597
George W Bush doubled debt 5 trillion 10 trillion President Obama doubled debt 10 trillion 20 trillion Now course exceed 30 trillion next seven year,mostly-true,-0.6124
Virginia made progress job since Bob McDonnell took office,false,0.4215
Says US Senate rival Tommy Thompson big corporate lobbyist lobbying middle campaign,half-true,-0.0772
Says federal spending increased 21 percent past three year,mostly-true,0.2732
Says Houston National Cemetery preventing Christian prayer said military funeral,false,-0.3818
You I know history mankind womankind government — federal state local otherwise — never created one job,pants-fire,-0.1877
Says federal government supporting study Hawaii develop menu colonize Mars,mostly-true,0.4404
Says At age 76 need eligible cancer treatment Affordable Care Act,pants-fire,-0.296
We’ve got give American public rough estimate long think going take based mostly South Korean model seems trajectory thankfully Italian model,half-true,0.4215
The national debt increased 16000 every second George Allen served the US Senate,true,-0.1027
Says take oath office Koran committed treason,false,-0.2023
We dont want get like Louisiana driveup daiquiri shop,true,-0.3252
Crime rising,pants-fire,-0.5423
Salaries Virginia’s teacher national average,true,0.0
Citizens Property Insurance 500 billion worth risk le 10 billion worth surplus,mostly-false,0.1779
North Carolina could save literally ten million dollar stopped prosecuting 16yearolds adult,mostly-true,0.3182
My opponent child care plan,pants-fire,0.4939
Of six Rhode Island taxcredit program worth 35 million three company got 90 percent  CVS two company even located state Rhode Island,true,0.2263
Says coronavirus damn flu,pants-fire,-0.6486
Quotes President Donald Trump saying You tell people lie three time believe anything You tell people want hear play fantasy close deal,false,0.4019
Says Canada number CT scan machine per 1000 people like onetenth country Thats people wait,false,0.4215
Twothirds Granite Staters oppose Tea Party agenda labor union,mostly-false,0.4019
Sudden Infant Death Syndrome absolutely side effect vaccination,false,-0.5994
Says Barack Obama happily photographed holding Tshirt revolutionary Ernesto Che Guevara’s face,pants-fire,0.5574
The president 1540 nomination confirmed four defeated,half-true,-0.4767
Georgia almost 100000 COVID19 case almost twice many death almost 600 nursing home death North Carolina,true,-0.8059
Sen McCain would occupy Iraq indefinitely wish,false,0.4019
Mo Brooks voted cut funding destroy ISIS terrorist middle fight,mostly-false,-0.9169
Says Jacky Rosen refused tell u whether support Bernie Sanders Hillary Clinton,pants-fire,0.128
Says former US Rep Carol SheaPorter refused host town hall meeting time Congress,mostly-false,-0.296
Says Trump didn’t campaign cutting debt … That’s promised,false,-0.128
AfricanAmerican child 500 percent likely die asthma white kid,true,-0.5994
In reality gas produced fracking worse climate coal,half-true,-0.4767
Says Georgia four year row No 1 state business,half-true,-0.296
The COVID19 vaccine released public two month testing healthy human,mostly-false,0.4019
A college loan loan United States cannot refinance interest rate go,mostly-true,0.0823
A fly landed Amy Coney Barrett’s shoulder day one confirmation hearing,false,0.0
We work longer hour people industrialized world including Japanese,mostly-false,0.0
Says David Schweikert took 120000 drug industry voted legislation lower prescription drug price,mostly-true,-0.296
Rhode Island worst maintained bridge United States America    second worst maintained road behind Alaska,true,-0.7506
When Moammar Gadhafi set visit United Nations one would let stay New York Trump allowed Gadhafi set elaborate tent Westchester County New York estate,true,0.4215
Says North Carolina Republican Senate candidate Thom Tillis called Obamacare ‘a great idea’ ,mostly-false,0.6249
Middleclass family throughout America would pay 6000 per year pay tax cut wealthy,false,-0.1027
Federal law prohibits growing industrial hemp United States,true,0.5423
A United Nations working group adopted proposed agenda enable member nation disarm civilian within border,pants-fire,0.4215
Fox News Sandra Smith ‘Everybody could see United Airlines passenger’s behavior genuine American’ ,pants-fire,0.4215
Every former North Carolina governor opposes constitutional amendment Raleigh lawmaker put ballot fall,false,0.0
Mexico strong border law  pathetic,mostly-false,-0.1027
Rhode Island secondmost heavily deployed National Guard United States,true,0.4215
Susan Rice arrested criminal ‘unmasking’ Trump official,pants-fire,-0.7579
Biden concedes 6 million vote,pants-fire,0.0
Says Marco Rubio opposes abortion even case rape incest,mostly-true,-0.6908
The fastestgrowing part Pentagon’s budget health care expense,true,0.4939
There several state outside actor dramatically changed rule road speak two week one week election would run,mostly-false,0.0
When sanction Iranian central bank shut Irans economy,half-true,0.0
Republicans made easier buy gun state 2010,mostly-false,0.1027
Black Lives Matter protest Iowa Capitol insurrection like Jan 6 US Capitol,false,0.1531
The Department Corrections budget Wisconsin Department Education budget,mostly-false,0.0
Because omicron Biden administration decided leave US southern border completely open,false,-0.0516
Fortyfive percent Americans went without needed care cost 2007,mostly-true,-0.3875
Atlanta Mayor Kasim Reed held one conversation public new Falcons stadium project,half-true,0.0
There fewer Iowans working today Gov Reynolds took office,mostly-true,0.0
Middleclass Americans pay higher tax rate millionaire billionaire,half-true,-0.1027
Says Holly Turner failed vote five straight Republican primary,true,-0.34
Says Obama administration purged training course information Islamism jihad Sharia Muslim Brotherhood,half-true,0.0
Report Biden administration busing ‘thousands’ illegals red state get permanent status,false,0.0
John Oxendine state ethic investigation illegally funneled 120000 campaign shady insurance political action committee Alabama,half-true,0.0258
The fastestgrowing population United States Hispanic,mostly-false,0.4215
Says 98184 Texans driving temporary driver’s license lacking photo,half-true,0.0
In 2017 West Virginia’s 43469 median household income 16867 national average ranking 50th,true,0.0
Says voted even stronger protection Violence Against Women Act than Obamas agenda allow,mostly-false,-0.1531
Undocumented student qualify instate Oregon tuition actively working toward US citizenship,mostly-false,0.3182
We spend twice much per caput health care nation Earth,false,0.4939
The FDA know rushedtomarket COVID19 vaccine may cause wide range lifethreatening side effect including death,mostly-false,-0.5994
Says opponent Mary Burke say support Obamacare unequivocally want expand,half-true,0.6486
943 innocent kid … injured dead COVID19 vaccine,false,-0.6808
Virginia Democrats Push Legislation Make Criticism Government Officials Criminal Offense,pants-fire,-0.8074
This first time since Roe decided 1973 court granted personhood status preborn,false,0.25
The Russia investigation coup This attempted overthrow United States government,pants-fire,0.4215
When get commercial pilot’s license learn communicate English matter world,mostly-true,0.0258
In order pas CRCT Georgia simply get half answer correct,mostly-true,0.0
Says Nancy Pelosi caught trying include abortion funding bill combat coronavirus,false,-0.34
Says Jon Runyan voted end program aid homeless veteran,false,0.0
In Wisconsin abortion still crime,mostly-false,-0.5423
Says US Rep John Barrow DGa celebrates gun ownership even face school shooting,pants-fire,0.3182
The department Commerce Education Energy EPA saw spending increase 130 percent 219 percent 2008 2010,false,0.5267
Bill Nelson voted ban million commonly owned firearm included many popular hunting target rifle,false,-0.2023
There’s one public study public study I mean study available public looked using product Kaput poison feral hog,mostly-true,-0.5423
An estimated 56 million Americans dont bank account,mostly-true,0.0
California home largest death row population in Western Hemisphere,true,-0.5994
As election tracker FiveThirtyEight reported whoever win Pennsylvania next President,mostly-false,0.5859
An agreement city Chicago ACLU caused virtually rise homicide 2016,mostly-false,0.4939
Poll poll poll show beating Hillary,mostly-false,-0.4588
Says Jacob Blake declared gun car going go get brandishing knife,false,-0.34
The Chamber Commerce say new carbon regulation kill 244000 job year cost average family 1200 year,false,-0.6908
Nearly half public school teacher Texas working second third job kick extra spending cash make end meet,half-true,0.0
Says Roy Moore advocated getting federal government health care altogether mean away Medicaid mean away Medicare,false,0.4939
Disney 350000 cancellation last five day,false,0.0
More poll worker caught filling ballot Delaware County Pennsylvania,false,0.0
I became Republican sooner life Ronald Reagan,true,0.0
Close hundred people died Astroworld,false,-0.5574
If count death red state number two world death behind Brazil,mostly-true,-0.8176
Jeanne Shaheen principally involved plot Lois Lerner President Barack Obama’s political appointee IRS lead program harassment conservative nonprofit group 2012 election,false,-0.5423
We’re worst state country moving people welfare work,false,-0.6249
Under Barack Obama big government economy median wage woman dropped 733,false,0.0
Obama Announces Bid To Become UN Secretary General,pants-fire,0.0
In Massachusetts Mitt Romney unemployment went household income went state saw credit rating upgraded,half-true,-0.0772
Says voted remove Common Core school,mostly-false,0.0
On Oct 7 Access Hollywood tape come One hour later WikiLeaks start dropping email,true,0.0
President Obama actually increasing Bushera defense spending 21 billion new fiscal year,mostly-true,0.128
FUN FACT West Virginia home zero billionaire,true,0.6166
We law book people walk right port entry say ‘I credible fear persecution’ bring We don’t send back,mostly-false,-0.4939
Oregon state 50 state USA continues pay 100 medical benefit employee family,false,0.3818
Says Steph Curry decided split Nike company wouldn’t allow write Bible scripture shoe,false,0.2263
Says Wisconsin Democrats previous administration adopted doubledigit tax increase,mostly-true,0.3182
Adjusting inflation West Virginia’s median household income grown decade,true,0.0
Over 3 million Americans employed growing greencollar workforce number people working fossil fuel industry,true,0.25
Donald Trump gave big speech today pant backward,false,0.0
A World Health Organization report show people dying TB,half-true,0.0
In Texas weve three ISISrelated incident already,half-true,0.0
Says 2008 President Barack Obama said normalization Cuba would first require liberation political prisoner basic step toward freedom including freedom press political party labor union,mostly-true,0.8225
Scott Walker cut school funding per student governor America,mostly-true,-0.2732
Sheila Jackson Lee Texas said ‘Hey wrinkly whiteaged hasbeens It’s time die let next generation spot planet’,pants-fire,-0.5994
In 2006 Charlie Crist opposed instate tuition illegal immigrant,true,-0.5574
When Senate debating middleclass affordability child care thenSen Joe Biden voted vote wrote oped believed woman working outside home would quote ‘create deterioration family’ He also said woman working outside home quote ‘avoiding responsibility’,half-true,0.4939
In year No 1 14 million Americans lose coverage according CBO,mostly-true,-0.5994
The Bush administration prosecuted 190 suspected terrorist federal court,mostly-false,-0.8481
One every two kid graduating college right cant find job,mostly-true,0.0
Drug overdose death decreased 2018 first time 30 year,mostly-true,-0.5994
Says tax paid poorest resident Texas national average,true,-0.5423
Biden computer generated,pants-fire,0.0
We unemployment rate 15 Boone County can’t find enough worker,half-true,-0.4404
US military White House arresting Congress,pants-fire,0.0
Fully vaccinated Australians hospital COVID19 surpass unvaccinated,half-true,0.0
There’s actually subpoena issued US House majority bill passed,false,0.0
The Clinton camp first get try say something untoward speech Melania Trump gave,false,0.0
The typical elementary school teacher pay 7239 federal income tax firefighter pay 5328 Donald Trump paid 750,half-true,-0.2023
In average grocery store roughly 75 percent processed food contain genetically modified organism GMOs,half-true,0.0
Amy Klobuchar vow resettle 500 percent refugee none neighborhood,half-true,0.0
116 million people watched Biden’s first presidential address Congress far larger audience watched Donald Trump’s speech,half-true,0.0
At moment energy company spend 025 percent RD,true,0.2732
If individual determined commit suicide availability gun factor find way,mostly-false,-0.5106
The University WisconsinMilwaukee 28 student per faculty member tied secondlowest history since 1994,pants-fire,0.0
The Obama administration called Bashar Assad reformer turning Russianprovided gun people,half-true,-0.34
After attacking Emma Gonzalez US Rep Steve King facing arrest,false,-0.6597
We raised minimum wage 15 first city government Now working together people Albany law state,half-true,0.0
No member American public ever killed commercial nuclear power — record unmatched fuel,true,-0.7906
Forty year ago  half congressional district genuinely competitive Today 10 percent House race Cook Political Report listed ‘tossups’ ‘lean’ one party,half-true,0.5267
Robert Hurt supported bill helped uranium industry taking contribution industry father stake,mostly-false,-0.2732
Two million federal worker negotiate zippo zero There collective bargaining federal employee,mostly-false,0.0
Says one died coronavirus United States,false,-0.2023
Video show Ukrainian crisis actor come life pretending dead,false,-0.8402
Says US greenhouse gas emission 20year low,mostly-false,-0.2732
Says Hillary Clinton said workrelated email sent back State Department The FBI director said thats true,true,0.4215
CDC quietly deletes 6000 COVID vaccine death CDC website total one day,mostly-false,-0.5994
Under Rahm Emanuel We’ve got tree trimmer making six figure,mostly-true,0.0
One George Soros company provided voting machine state,pants-fire,0.0
Keystone XL allows Canada pump oil send land Gulf sold everywhere else,mostly-false,0.0
There zero reported instance child born alive abortion Texas,true,0.3818
Video 2019 show Kamala Harris caught major lie fracking 2020 vice presidential debate,mostly-false,0.0
Putin issue international arrest warrant Soros,pants-fire,-0.34
The Orange County Florida school board voted make impossible student receive grade 50,mostly-true,0.0
Ending Temporary Protected Status deporting legal worker would cost United States 164 billion GDP decade,half-true,0.7351
Says Patrick Murphy wrongly conveyed Rubios stance abortion woman infected Zika,false,-0.4939
Your government quietly confirmed fully vaccinated developing Acquired Immunodeficiency Syndrome,pants-fire,0.0
Says Barack Obama referred carnage took place Benghazi conspiracy theory,pants-fire,-0.5267
Through competition governor I got agreement build nearly 40billion natural gas pipeline,mostly-false,0.6908
Women Barack Obamas White House earning le men,half-true,0.0
Says New York Times write story know false yet cant basically sued,false,0.0
CDC cancelled Halloween kid,false,-0.25
Says Joe Biden’s capital gain tax mean sell home you’ll owe tax 40 profit,mostly-false,0.743
Milwaukee lost headquarters MillerCoors area lack good transit,false,-0.1779
Says President Donald Trump took month allocate Congress’ emergency funding tribe — tribe sued,mostly-true,-0.3818
National Guard fill cop refuse get vaccinated,false,-0.296
Untaxed corporate earnings used 25 trillion … I guess it’s 5 trillion Whatever it’s lot So anywhere 4 trillion 5 even trillion dollar sitting offshore,false,0.0
Says new Apple update scan US iPhones image,half-true,0.0
Says photo show ambushed Los Angeles police officer NFL intends honor praise organization stood outside hospital chanting We hope dy,false,0.8658
Republican Mark Kirk outsourcing campaign Super PAC funded almost exclusively bunch hedge fund billionaire  I don’t Super PAC,mostly-false,0.8316
The Paul Ryan budget proposal would leave country without Medicare,false,-0.0516
Says 18 percent Portland elementary school art instruction compared 83 percent nationally,true,0.0
If licensed carry concealed weapon wearing face covering coronavirus remove conceal carry ability,false,0.0258
Providence pension fund invested hedge fund le transparent state,mostly-true,0.0
In Aberdeen Miss Massive 78 mailin ballot proved fraudulent judge order election doover,mostly-true,-0.5859
A video clip show failed attempt China launch airstrikes near Taiwan,pants-fire,-0.5106
Small business create 70 percent job America,true,0.2732
I previously said NATO obsolete failed deal adequately terrorism Since comment changed policy new division focused terror threat,false,-0.936
The federal government sending refugee state governor Republicans Democrats,pants-fire,0.0
The Obama administration increased deportation illegal immigrant convicted crime 70 percent,true,-0.7184
If take vaccine youll enrolled pharmacovigilance tracking system It mean youve enrolled medical trial,false,0.0
In Virginia Medicaid grown 1600 percent last 30 year,true,0.0
Says US Sen Robert Menendez’s watch nation’s unemployment rate debt doubled federal budget deficit quadrupled,half-true,-0.7964
Dr Ugur Sahin CEO BioNTech inventor BIO N TECH Pfizer jab refuse take jab safety reason,false,0.1531
Less 10 percent Obamas Cabinet appointee experience private sector,false,0.0
We need also recognize two coldest year biggest drop global temperature since 1980s biggest last 100 year We dont talk,false,-0.2732
Says Oregon today average debt upon college graduation 24000,mostly-true,-0.3612
Quotes Benjamin Franklin saying We born ignorant one must work hard remain stupid,pants-fire,-0.7096
In 2017 illegal alien murdered 1800 Americans,false,-0.8402
US import 1 oil Russia Exxon Chevron BP Shell profit highest level 7 year,mostly-true,0.4404
Says Patrick Murphy never worked CPA never small business owner,mostly-false,0.0
Barack Obama refuse acknowledge Jerusalem capital Israel,mostly-true,-0.296
There 36 state Republicans charge refused implement state health insurance exchange,mostly-false,-0.296
When come electability every single time party presidency last 50 year it’s candidate new national scene hadn’t spent lot time Washington represented new generation leadership,mostly-true,0.4019
Says Elizabeth Warren tweeted Looks like I’m last woman color left race,pants-fire,0.3612
In Jeanne Shaheen New Hampshire Senator deciding vote pas Obamacare,mostly-false,0.0
Says impose tougher cost control state employee previous Wisconsin governor,mostly-true,-0.128
President Obama added 4 billion debt every day,half-true,-0.3612
Says Hawaii governor can’t find anything say President Barack Obama born Hawaii,false,0.0
We don’t give bonus state Missouri level government,half-true,0.5423
Florida state nation tax commercial lease,true,0.0
We 2 percent oil reserve world consume 25 percent world oil daily basis,mostly-true,0.0
Yes would congressman Rep Pete Hoekstra last year Tweeted whereabouts topsecret mission Iraq,false,0.4019
Says Mitt Romney support plan slowly gradually raise retirement age Social Security,mostly-true,0.6249
News organization sponsor ignored accomplishment Kim Rhode sixtime Olympic medalist support Second Amendment,false,0.1027
In contrast Black man shot police treated Kenosha police officer let armed white supremacist walk right past shooting people,half-true,0.128
Gov Ron DeSantis signed 1 billion tax increase people state consumer yet gave 500 million tax break corporation,mostly-false,0.3182
Trump resigned 1952 law making Muslamic law illegal,pants-fire,-0.6808
For first time 13 year dependence foreign oil 50 percent,half-true,0.0
Says Washington state consistently ranked top five Forbes list best state business — ahead Texas,half-true,0.7184
Everywhere Marie Yovanovitch went turned bad including Somalia Ukraine,pants-fire,-0.5423
Kim Jong Un dead North Koreans calling Trump assassin,pants-fire,-0.6486
Says state Rep Jim Keffer GOP lieutenant House Speaker Joe Straus mail piece Democrat Mark Strama help defeat Republican,mostly-true,-0.0772
Newt Gingrich suggested building mirror system space could improve Earth’s habitability,true,0.4404
Joe Bidens cancellation Keystone pipeline dramatically increased Americans dependence Russian oil,false,0.2732
More Americans believe moon landing fake believe Obamacare affordable,half-true,-0.4767
Says President Bill Clinton sign NAFTA,false,0.0
Says constitutional amendment would help stop unfair double taxation real estate,half-true,-0.3818
Texas would increase current state spending 28 percent reach national average spending per resident,true,0.34
Literally time child 18 year age theyve killed 100000 people video game online thing,half-true,-0.6705
Faculty salary UW System institution fallen 18 percent national average,true,-0.3612
These mass shooting happen much Ted Cruz really got template ready tweet whenever occur,false,0.4144
As Democrats finally maxed government spending credit card Monday Kurt Schrader continued stand party leader failing offer viable longterm solution,false,0.5106
The president given 1100 special waiver friend Obamacare,mostly-false,0.7096
The poverty rate family husband wife work 5 percent family headed one person … 30 percent today,half-true,-0.5106
Maggie Hassan missed nearly every university system board meeting,mostly-true,-0.296
Hospitals closing rural America dont access highspeed internet,false,0.0
During governorship Every single city county Virginia unemployment dropped rural community dropped 50 percent,mostly-true,-0.4404
If military 2002 get additional 1200 year 100 per month Social Security But ask almost one know,mostly-false,0.1779
The ExportImport Bank doesn’t cost taxpayer anything,half-true,0.0
If CBO right Obamacare begin thered 8 million people Obamacare today actually … Sometimes ask stuff theyre capable,half-true,0.3818
We county one arrest SAFE Act It indicates there whole lot interest enforcing upstate county,half-true,0.6408
Donald Trump described Hillary Clinton one best secretary state history,mostly-false,0.6369
Municipalities required two polling location opened 24hours day two week election,false,0.0
Tim Kaine doubled support devastating defense cut saying ‘the deal right thing do’,half-true,-0.4939
Says new state report confirms redlight camera lead accident injury greater cost,half-true,-0.5267
Onehalf undocumented worker pay federal income tax mean paying federal income tax Donald Trump pay,half-true,-0.2023
And last six year Chicago’s economy grown faster economy New York City Washington DC national average,mostly-false,0.0
Drugrelated offense make much 7585 percent inmate population Wisconsin,pants-fire,-0.25
Big soda lot money They make lot profit product market neighborhood suffer thing we’re trying cure,true,-0.1531
Two federal government bus stopped front Mexican restaurant small town Green Cove Springs Florida… The passenger illegal immigrant straight southern border,false,-0.5574
Says state budget deal Texas House Senate leader fund nursing home public school university provides financial aid college student,half-true,0.0
Our child spend time school learning US Constitution,pants-fire,0.0
Nevada Republicans didn’t one single thing cut spending 2015,mostly-false,-0.2732
Says Joe Biden executive order caused price increase 50 cent gas 10 food,false,0.3182
A single parent couple kid easily get 35000 year public assistance Wisconsin,mostly-false,0.34
The collective net worth Americans taken 55 trillion hit  mainly due plummeting home value,true,0.5106
Says Attorney General William Barr didn’t cite rule law explaining decision Michael Flynn case CBS News interview,false,0.0
John McCain led nonproliferation issue chance Senate,true,0.25
Mark Harris said would cut Social Security Medicare,half-true,0.0772
Rogue Michigan official sent absentee ballot 77 million people illegally without authorization ahead primary general election,pants-fire,-0.2732
In real sense Oklahoma flattened curve  The number case Oklahoma — declined precipitously,false,0.0772
Says SimpsonBowles deficit reduction proposal went President Barack Obamas desk garbage,false,-0.4019
We promised stimulus would provide green job Americans 80 2 billion spent alternative energy went purchase wind turbine built China,false,0.5574
Scott Walker plan privatize state land want sell deer highest bidder,pants-fire,0.0772
Cities notoriously ‘tough crime’ state like Texas Florida saw significant increase violent crime city NYS,half-true,-0.4215
In three day last week Gov Rick Perry flew five city taxpayers’ expense holding press conference delivering 2325000 check,pants-fire,0.0
Repealing health care law would save 95 billion 2016,false,0.7506
There growing body evidence radiation excess government say minimum amount exposed actually good reduce case cancer,mostly-false,-0.2732
Says Donald Trump ban disabled veteran high rise,mostly-false,-0.5574
By releasing basic tax information former US Congressman Nathan Deal hiding he disclosed business dealing state,half-true,-0.296
The missile launched American force Iraq Iran funded Barack Obama American tax dollar,false,0.128
The city Atlanta one highest lesbian gay bisexual transgender population per caput ranking third among major American city,half-true,0.0
The RNC 200 million economic infusion community,half-true,0.0
We 33000 people year die gun,mostly-true,-0.743
President Obama raised Muslim,pants-fire,0.0
Rep Alexandria OcasioCortez said I don’t need trucker I get food grocery store,pants-fire,0.0
Says executive order requiring young girl vaccinated HPV wasnt mandatory,mostly-false,-0.0572
Says Mitt Romney flipflopped assault weapon ban,half-true,-0.8625
The Constitution doesnt allow governor notspend appropriation fund,half-true,-0.1695
North Carolina  Virginia State line closed Nothing,pants-fire,0.0
At father bank Alexi made ten million risky loan convicted mobster Then bank collapsed,half-true,-0.4404
To child vast majority young middleaged adult vast majority teacher coronavirus pose virtually zero threat,mostly-false,-0.5267
The Democrats pushing Universal HealthCare thousand people marching UK U system going broke working,mostly-false,-0.4215
The Failing nytimes quote ‘a senior White House official’ doesn’t exist saying ‘even meeting reinstated holding June 12 would impossible given lack time amount planning needed’ WRONG AGAIN Use real people phony source,pants-fire,-0.8567
Utah OFFICIALLY start RECALL Mitt Romney,false,0.0
Says 5 10 GOP candidate don’t live North Carolina’s 9th Congressional District,true,0.0
It appears actually meaningful voter fraud Fulton County Georgia last November That conspiracy theory Its true,false,-0.4767
There ten thousand home right California turn faucet cant drink water,half-true,0.0
The Opportunity Scholarship Act would funded directly public school budget So would absolutely take money public school system transfer private religious school,mostly-true,0.4215
The CBO say president health care law cut number fulltime job United States 23 million 2021,mostly-false,0.6369
In 2017 first piece legislation Republicans passed made easier mentally ill purchase gun,half-true,-0.34
The gun epidemic leading cause death young AfricanAmerican men next nine cause put together,true,-0.743
Just week received news first time Social Security paying benefit taking That something supposed happen 2016,true,0.6597
As Governor Wolf already proposed 8B tax increase,half-true,0.3182
The crew USS Constitution consumed 252000 gallon alcohol 10000 gallon water sevenmonth trip,false,0.0
Rick Perry planned retire legislature best friend David Weeks I talked switching party running GOP nomination agriculture commissioner,mostly-true,0.8779
President Trump asking everyone forward email… The TRUMP Rules Congressional Reform Act 2017,pants-fire,0.0
As Alaska’s attorney general US Senate candidate Dan Sullivan successfully fought protect Second Amendment right passed ‘stand ground’ ,false,0.5423
Annual precipitation increased Rhode Island 12 inch last century,true,0.2732
More 30 cent every state tax dollar go Medicaid,true,0.0
Video show Joe Biden saying reelect Donald Trump,mostly-false,0.0
Toledo Mayor Mike Bell lost job firefighter city ran money,true,-0.3182
Weve two member engage Democratled persecution ordinary citizen engaged legitimate political discourse,false,0.6249
Traditionally presidential candidate release tax return    Mitt Romney still won’t,mostly-true,0.0
We seeing dramatic rate cut Medicare affect seniors’ ability keep doctor hospital prevention service,mostly-false,0.0516
In France surveillance program thousandfold invasive United States,mostly-true,0.4215
Says Ted Kennedy met KGB order beat Ronald Reagan 1984,false,0.0
Says US Senate opponent Ron Johnson opposed governmentassisted student loan,mostly-true,0.0
Official Rudy Giuliani officially resigns Trump’s legal team last leg,false,-0.2023
We America … hardworking family flat wage,false,0.0
Super Bowl L everybodys estimation 500 million economic impact state Florida,false,0.5994
NASCAR fan twice likely non fan serve military 37 percent active servicemembers veteran NASCAR fan,mostly-true,0.8225
Says Joe Manchin refused commit Kavanaugh AFTER Senate vote,true,0.0
Palin support aerial hunting wolf wildlife,true,0.4019
Trump vote death penalty gay,false,-0.7845
Hillary Clinton taken 800000 lobbyist,true,0.0
Marijuana le addictive alcohol tobacco,true,0.0
Ninety percent people Arkansas still love Bill Clinton,half-true,0.6369
When I became president President Obama separation policy I didn’t He,false,0.0
Says Mitt Romney belittled middleclass tax cut nothing little BandAids ,mostly-false,-0.6249
